numberOfData, addingTime, findingTime, deletingTime
4685, 900, 900, 900
4686, 1500, 800, 800
4687, 900, 1700, 1100
4688, 800, 800, 1000
4689, 800, 800, 900
4690, 1300, 4200, 1100
4691, 600, 900, 800
4692, 2000, 1300, 900
4693, 1200, 2900, 1300
4694, 1100, 1400, 2400
4695, 1500, 3900, 1600
4696, 1500, 800, 900
4697, 1200, 800, 1800
4698, 1000, 800, 900
4699, 1700, 900, 900
4700, 1100, 800, 1800
4701, 900, 800, 800
4702, 700, 800, 2900
4703, 1800, 1000, 2000
4704, 900, 800, 800
4705, 900, 800, 800
4706, 700, 1600, 800
4707, 2300, 1400, 900
4708, 800, 800, 900
4709, 1200, 1900, 1000
4710, 900, 900, 1000
4711, 1000, 800, 800
4712, 1000, 1900, 900
4713, 700, 900, 1700
4714, 700, 900, 800
4715, 1700, 900, 900
4716, 1900, 900, 2300
4717, 900, 1200, 800
4718, 2800, 1500, 800
4719, 1200, 800, 4000
4720, 1100, 1000, 800
4721, 2200, 1000, 900
4722, 1400, 800, 2100
4723, 500, 700, 700
4724, 1000, 800, 800
4725, 3000, 2600, 900
4726, 1200, 900, 1200
4727, 800, 800, 800
4728, 1200, 1700, 1000
4729, 1000, 800, 900
4730, 1000, 700, 800
4731, 2000, 2500, 800
4732, 1300, 1800, 1900
4733, 1900, 900, 800
4734, 1400, 800, 800
4735, 1300, 900, 1900
4736, 700, 900, 900
4737, 1400, 900, 800
4738, 900, 800, 1800
4739, 1200, 800, 800
4740, 800, 800, 800
4741, 1000, 800, 2100
4742, 1400, 900, 800
4743, 800, 800, 900
4744, 900, 2100, 800
4745, 1200, 800, 800
4746, 1000, 800, 900
4747, 900, 1700, 800
4748, 1200, 800, 800
4749, 1800, 900, 1000
4750, 300, 1600, 700
4751, 1000, 800, 800
4752, 1700, 800, 900
4753, 800, 800, 800
4754, 800, 800, 1800
4755, 900, 800, 2800
4756, 900, 900, 900
4757, 1000, 1800, 800
4758, 800, 800, 900
4759, 1300, 900, 2700
4760, 700, 2200, 900
4761, 1000, 800, 700
4762, 1100, 900, 900
4763, 1100, 1800, 800
4764, 1000, 800, 1800
4765, 2200, 1600, 1400
4766, 700, 800, 800
4767, 800, 800, 1700
4768, 1100, 800, 800
4769, 900, 2900, 1100
4770, 1400, 800, 2000
4771, 1500, 1300, 900
4772, 900, 800, 700
4773, 1800, 1900, 2100
4774, 500, 800, 800
4775, 1000, 800, 800
4776, 900, 1700, 800
4777, 1600, 900, 1000
4778, 500, 1600, 1200
4779, 3500, 4400, 1500
4780, 1800, 3400, 2500
4781, 900, 1400, 700
4782, 1300, 1800, 800
4783, 900, 800, 1600
4784, 700, 800, 700
4785, 700, 1100, 1200
4786, 2500, 1300, 2300
4787, 600, 1400, 900
4788, 600, 800, 800
4789, 1200, 900, 1700
4790, 1300, 900, 700
4791, 600, 800, 700
4792, 1100, 1700, 1600
4793, 900, 700, 800
4794, 1000, 800, 900
4795, 1500, 5000, 2800
4796, 1200, 1400, 900
4797, 1000, 800, 900
4798, 1300, 1900, 800
4799, 500, 700, 800
4800, 600, 800, 700
4801, 600, 1700, 900
4802, 800, 900, 900
4803, 800, 900, 1300
4804, 1900, 800, 1800
4805, 1100, 900, 1800
4806, 1100, 800, 700
4807, 700, 900, 800
4808, 1500, 800, 3500
4809, 1500, 900, 900
4810, 500, 700, 800
4811, 1100, 900, 1900
4812, 1100, 800, 900
4813, 1000, 800, 800
4814, 800, 3800, 3000
4815, 900, 1400, 800
4816, 800, 1100, 2100
4817, 900, 2400, 1200
4818, 1000, 1000, 700
4819, 1200, 800, 800
4820, 1100, 1800, 800
4821, 1700, 800, 800
4822, 1300, 800, 800
4823, 1200, 1800, 1000
4824, 900, 800, 3800
4825, 500, 1100, 700
4826, 2700, 1500, 700
4827, 1300, 800, 1800
4828, 800, 800, 700
4829, 1700, 800, 900
4830, 2700, 1800, 2100
4831, 1100, 1000, 800
4832, 1300, 800, 800
4833, 1200, 800, 1700
4834, 1300, 800, 1000
4835, 1200, 1200, 800
4836, 1100, 1700, 900
4837, 800, 900, 800
4838, 1600, 800, 900
4839, 1000, 1700, 800
4840, 1300, 800, 800
4841, 1200, 800, 800
4842, 1100, 1600, 900
4843, 600, 800, 1700
4844, 700, 800, 700
4845, 1000, 800, 800
4846, 1500, 1000, 2300
4847, 1300, 800, 800
4848, 700, 800, 800
4849, 700, 900, 1800
4850, 500, 700, 800
4851, 1700, 900, 800
4852, 800, 800, 1900
4853, 700, 800, 800
4854, 800, 900, 900
4855, 900, 1700, 800
4856, 900, 700, 800
4857, 700, 700, 700
4858, 1500, 1700, 1400
4859, 400, 800, 800
4860, 1600, 800, 700
4861, 600, 1900, 1500
4862, 400, 700, 2300
4863, 1200, 800, 1400
4864, 700, 800, 5800
4865, 1600, 900, 1700
4866, 1100, 800, 900
4867, 1100, 800, 2900
4868, 600, 1100, 2000
4869, 1200, 1300, 800
4870, 1400, 1300, 900
4871, 1000, 900, 2100
4872, 1100, 800, 800
4873, 1000, 800, 800
4874, 600, 1700, 900
4875, 1100, 900, 900
4876, 700, 900, 800
4877, 1500, 1900, 1100
4878, 1300, 900, 900
4879, 800, 1200, 1000
4880, 900, 1800, 900
4881, 1000, 800, 1700
4882, 1600, 900, 800
4883, 1700, 900, 800
4884, 700, 800, 1900
4885, 1100, 800, 900
4886, 1000, 900, 800
4887, 600, 1500, 2100
4888, 900, 800, 900
4889, 800, 800, 1400
4890, 1300, 900, 2200
4891, 800, 800, 800
4892, 900, 800, 900
4893, 900, 1700, 1200
4894, 800, 700, 700
4895, 1200, 900, 900
4896, 1500, 1700, 900
4897, 1300, 800, 700
4898, 900, 800, 800
4899, 700, 1600, 800
4900, 900, 800, 1800
4901, 900, 800, 900
4902, 1000, 900, 800
4903, 400, 700, 1700
4904, 1000, 800, 900
4905, 1100, 800, 900
4906, 1000, 800, 1700
4907, 1000, 800, 800
4908, 700, 700, 800
4909, 500, 800, 1600
4910, 500, 700, 700
4911, 600, 800, 900
4912, 800, 1700, 800
4913, 500, 700, 800
4914, 600, 800, 900
4915, 1100, 3900, 900
4916, 1100, 1200, 900
4917, 800, 800, 800
4918, 600, 1900, 3000
4919, 2300, 1900, 1800
4920, 800, 800, 900
4921, 1900, 800, 700
4922, 1000, 800, 1600
4923, 700, 800, 900
4924, 1300, 900, 700
4925, 1000, 800, 1800
4926, 1200, 800, 900
4927, 1000, 800, 800
4928, 700, 700, 1600
4929, 1000, 800, 900
4930, 1300, 800, 800
4931, 400, 800, 2000
4932, 2000, 2400, 2200
4933, 800, 900, 900
4934, 600, 2000, 800
4935, 800, 800, 1700
4936, 1000, 800, 800
4937, 2100, 1400, 800
4938, 1700, 800, 2100
4939, 1000, 1200, 800
4940, 1100, 3300, 1300
4941, 1300, 900, 2100
4942, 1600, 1300, 900
4943, 1100, 900, 2800
4944, 2700, 2700, 900
4945, 800, 800, 800
4946, 900, 800, 900
4947, 900, 1700, 900
4948, 1200, 1300, 800
4949, 1400, 900, 1000
4950, 600, 1800, 900
4951, 700, 3000, 1000
4952, 1300, 800, 800
4953, 900, 1800, 1000
4954, 400, 800, 1700
4955, 500, 700, 700
4956, 1300, 900, 800
4957, 500, 700, 1600
4958, 700, 800, 700
4959, 800, 800, 800
4960, 600, 700, 1700
4961, 900, 800, 800
4962, 1200, 800, 900
4963, 1400, 2000, 1000
4964, 600, 800, 7500
4965, 500, 900, 800
4966, 900, 800, 900
4967, 900, 800, 1700
4968, 600, 800, 1000
4969, 1400, 900, 800
4970, 1100, 900, 1800
4971, 1100, 1000, 1000
4972, 900, 700, 800
4973, 1400, 1300, 2100
4974, 700, 800, 800
4975, 700, 1200, 800
4976, 600, 1700, 800
4977, 900, 800, 900
4978, 1000, 700, 800
4979, 600, 1800, 800
4980, 1200, 1000, 1000
4981, 3200, 1400, 1000
4982, 800, 2000, 800
4983, 600, 800, 700
4984, 1500, 900, 900
4985, 700, 800, 900
4986, 900, 700, 1700
4987, 700, 800, 900
4988, 1100, 2900, 1100
4989, 1400, 900, 2100
4990, 700, 700, 700
4991, 1600, 1500, 900
4992, 400, 700, 1600
4993, 500, 800, 900
4994, 900, 2400, 1200
4995, 700, 2000, 800
4996, 800, 700, 700
4997, 1100, 800, 900
4998, 700, 2100, 800
4999, 500, 700, 700
5000, 700, 800, 900
5001, 1800, 2500, 900
5002, 700, 800, 900
5003, 1100, 800, 800
5004, 900, 1700, 700
5005, 700, 800, 1700
5006, 1100, 800, 800
5007, 800, 900, 800
5008, 900, 800, 1900
5009, 800, 800, 800
5010, 800, 800, 800
5011, 600, 800, 1900
5012, 600, 800, 700
5013, 500, 800, 700
5014, 900, 1700, 700
5015, 800, 800, 900
5016, 900, 700, 700
5017, 700, 2400, 900
5018, 800, 900, 800
5019, 1700, 1400, 900
5020, 700, 1800, 900
5021, 900, 800, 1100
5022, 400, 800, 800
5023, 1000, 1800, 700
5024, 600, 800, 1600
5025, 1400, 800, 900
5026, 1700, 1300, 1100
5027, 1000, 800, 1900
5028, 500, 900, 3900
5029, 1100, 1700, 800
5030, 1100, 800, 1800
5031, 1000, 800, 1000
5032, 1400, 800, 900
5033, 700, 1700, 800
5034, 1300, 800, 800
5035, 1000, 800, 800
5036, 1300, 1900, 2200
5037, 1000, 2500, 900
5038, 800, 800, 900
5039, 700, 1800, 1000
5040, 600, 800, 800
5041, 1500, 900, 900
5042, 1400, 2000, 1000
5043, 900, 800, 1900
5044, 1300, 800, 800
5045, 600, 700, 800
5046, 1300, 900, 1900
5047, 900, 800, 800
5048, 600, 1300, 900
5049, 1100, 800, 1700
5050, 900, 800, 900
5051, 800, 800, 800
5052, 600, 2100, 1100
5053, 300, 700, 700
5054, 900, 800, 800
5055, 1100, 2000, 800
5056, 700, 800, 700
5057, 600, 800, 1100
5058, 1000, 3600, 1600
5059, 600, 800, 700
5060, 1000, 800, 900
5061, 1500, 2000, 900
5062, 800, 900, 1800
5063, 500, 800, 800
5064, 1500, 900, 900
5065, 1000, 1300, 2000
5066, 800, 800, 900
5067, 1000, 800, 700
5068, 600, 800, 1800
5069, 1000, 800, 1800
5070, 900, 700, 700
5071, 1400, 1700, 900
5072, 600, 2600, 1100
5073, 1200, 800, 800
5074, 1100, 1800, 1000
5075, 1400, 900, 800
5076, 1400, 800, 900
5077, 1100, 1700, 800
5078, 500, 800, 800
5079, 1000, 1300, 900
5080, 1100, 1900, 700
5081, 800, 800, 800
5082, 1300, 3000, 1200
5083, 2100, 900, 800
5084, 800, 900, 1900
5085, 1600, 1000, 1000
5086, 700, 900, 800
5087, 2000, 900, 1800
5088, 1100, 900, 900
5089, 800, 800, 800
5090, 700, 800, 2200
5091, 1100, 900, 800
5092, 500, 800, 700
5093, 600, 1800, 900
5094, 1100, 800, 800
5095, 1500, 900, 900
5096, 700, 1600, 900
5097, 700, 800, 700
5098, 1200, 900, 900
5099, 1100, 3400, 1600
5100, 1100, 800, 900
5101, 900, 800, 800
5102, 1200, 1600, 900
5103, 1900, 900, 1900
5104, 900, 700, 800
5105, 2200, 800, 900
5106, 700, 700, 2100
5107, 900, 800, 900
5108, 900, 700, 800
5109, 800, 800, 1800
5110, 1200, 1300, 1200
5111, 1400, 900, 1000
5112, 900, 1600, 800
5113, 900, 800, 900
5114, 600, 800, 1200
5115, 600, 1800, 700
5116, 1300, 1000, 900
5117, 900, 2700, 1200
5118, 800, 2400, 800
5119, 500, 800, 800
5120, 1000, 800, 900
5121, 1300, 1700, 900
5122, 800, 800, 1700
5123, 800, 800, 800
5124, 900, 800, 900
5125, 800, 700, 4200
5126, 800, 700, 700
5127, 900, 2400, 1300
5128, 600, 900, 1900
5129, 2800, 1200, 800
5130, 1000, 800, 900
5131, 1700, 1800, 900
5132, 1300, 800, 2100
5133, 1300, 1300, 32200
5134, 1900, 2000, 1100
5135, 1000, 900, 700
5136, 800, 900, 900
5137, 700, 1600, 900
5138, 3100, 1500, 900
5139, 1400, 900, 900
5140, 700, 1900, 1200
5141, 1000, 800, 1700
5142, 600, 800, 800
5143, 1600, 800, 900
5144, 700, 3400, 800
5145, 700, 800, 1200
5146, 3600, 800, 1100
5147, 800, 1700, 800
5148, 900, 900, 900
5149, 2400, 1500, 1300
5150, 900, 2100, 2300
5151, 1200, 25200, 800
5152, 17000, 1500, 700
5153, 1700, 1400, 1000
5154, 600, 900, 1800
5155, 800, 900, 900
5156, 900, 900, 900
5157, 1400, 800, 1700
5158, 500, 800, 800
5159, 1200, 900, 900
5160, 1000, 900, 2000
5161, 1200, 1800, 1300
5162, 1000, 1500, 1200
5163, 1500, 2200, 800
5164, 1500, 800, 800
5165, 600, 800, 900
5166, 700, 1800, 700
5167, 900, 900, 800
5168, 700, 800, 700
5169, 600, 1800, 1000
5170, 1100, 800, 800
5171, 1200, 900, 900
5172, 900, 1800, 900
5173, 1100, 1100, 2100
5174, 1500, 900, 900
5175, 1600, 1400, 1200
5176, 700, 1000, 1700
5177, 1700, 2600, 1500
5178, 1500, 1800, 1400
5179, 1200, 6000, 3300
5180, 1200, 20500, 20400
5181, 1900, 1500, 1000
5182, 1800, 1800, 1000
5183, 4200, 1900, 1000
5184, 1600, 900, 900
5185, 1000, 1900, 2100
5186, 1400, 1400, 900
5187, 1200, 800, 800
5188, 1000, 1500, 800
5189, 1100, 800, 800
5190, 1400, 700, 800
5191, 1000, 1800, 800
5192, 1000, 800, 2600
5193, 1100, 900, 800
5194, 900, 800, 700
5195, 900, 800, 1600
5196, 1200, 800, 1200
5197, 800, 900, 800
5198, 1700, 7600, 16200
5199, 2100, 2200, 2200
5200, 2700, 900, 1000
5201, 1200, 1700, 800
5202, 1900, 900, 800
5203, 1300, 800, 800
5204, 3400, 1900, 1100
5205, 1300, 800, 900
5206, 1600, 700, 700
5207, 1000, 2400, 900
5208, 1900, 800, 900
5209, 1500, 800, 1100
5210, 700, 1800, 800
5211, 500, 700, 1600
5212, 8500, 12400, 4500
5213, 2400, 4900, 2500
5214, 3600, 3200, 6700
5215, 2700, 5400, 2600
5216, 2900, 4100, 2500
5217, 3300, 2800, 6800
5218, 2100, 3200, 2100
5219, 2000, 4500, 2600
5220, 1700, 3200, 6000
5221, 2800, 3200, 2000
5222, 2500, 10800, 2900
5223, 1800, 6300, 3300
5224, 2300, 3600, 2400
5225, 16100, 6300, 1600
5226, 1100, 2800, 900
5227, 1600, 800, 900
5228, 2400, 1000, 1500
5229, 2000, 2500, 1000
5230, 1300, 800, 800
5231, 1500, 900, 800
5232, 2500, 800, 900
5233, 800, 800, 1700
5234, 1100, 800, 800
5235, 2500, 800, 1100
5236, 1500, 2000, 2300
5237, 1500, 900, 1000
5238, 1300, 800, 900
5239, 1700, 900, 2000
5240, 1400, 800, 900
5241, 1500, 800, 900
5242, 1300, 1900, 900
5243, 1300, 800, 800
5244, 4000, 8800, 3600
5245, 13500, 4200, 1500
5246, 1300, 1400, 1100
5247, 700, 2700, 1200
5248, 1600, 2500, 1200
5249, 2400, 1000, 1000
5250, 1900, 800, 1000
5251, 1600, 1900, 900
5252, 2000, 800, 1700
5253, 1100, 1300, 800
5254, 1800, 800, 800
5255, 3400, 1600, 2500
5256, 1900, 1300, 800
5257, 1800, 1000, 800
5258, 1900, 800, 2000
5259, 1600, 2300, 1300
5260, 2200, 1400, 1200
5261, 1600, 2100, 1500
5262, 1300, 1100, 1100
5263, 1500, 800, 900
5264, 700, 1800, 900
5265, 1000, 800, 900
5266, 1500, 900, 900
5267, 1500, 1800, 900
5268, 2500, 900, 800
5269, 1800, 900, 800
5270, 2100, 1800, 900
5271, 900, 800, 1600
5272, 2000, 900, 1100
5273, 4300, 10500, 5300
5274, 1500, 1900, 13700
5275, 2400, 6200, 2500
5276, 3600, 17600, 2000
5277, 3100, 2200, 5100
5278, 1800, 2800, 1000
5279, 1400, 1100, 800
5280, 1200, 3500, 1300
5281, 1700, 1700, 900
5282, 1300, 800, 700
5283, 1600, 1800, 1000
5284, 1400, 700, 800
5285, 1500, 1400, 800
5286, 1200, 1600, 800
5287, 900, 800, 900
5288, 1100, 800, 700
5289, 2200, 2900, 800
5290, 1100, 800, 1800
5291, 2000, 900, 800
5292, 1900, 900, 900
5293, 2100, 800, 1800
5294, 400, 700, 700
5295, 2400, 900, 800
5296, 500, 800, 2000
5297, 1400, 900, 900
5298, 1200, 800, 700
5299, 600, 2400, 1200
5300, 2000, 1900, 900
5301, 1600, 800, 900
5302, 1300, 1800, 800
5303, 1100, 800, 700
5304, 900, 2000, 800
5305, 1000, 1900, 900
5306, 800, 900, 900
5307, 1500, 2900, 1300
5308, 700, 2000, 800
5309, 1500, 800, 2200
5310, 1900, 900, 900
5311, 800, 700, 600
5312, 800, 800, 1800
5313, 1900, 900, 700
5314, 1500, 1000, 900
5315, 900, 800, 2300
5316, 1400, 900, 1600
5317, 1100, 900, 800
5318, 1300, 1000, 1800
5319, 1300, 1000, 800
5320, 2900, 5600, 1700
5321, 2400, 5600, 1200
5322, 1800, 800, 800
5323, 800, 800, 800
5324, 4800, 5100, 2100
5325, 1700, 1000, 2100
5326, 1300, 1000, 900
5327, 1300, 800, 900
5328, 2000, 900, 2200
5329, 1500, 900, 900
5330, 3100, 2000, 1000
5331, 1300, 2000, 1000
5332, 900, 2400, 900
5333, 1600, 900, 800
5334, 2000, 1900, 1000
5335, 1800, 900, 800
5336, 1200, 800, 800
5337, 1700, 2700, 1200
5338, 1900, 1500, 1600
5339, 2300, 4200, 1800
5340, 2000, 2700, 1100
5341, 2000, 4900, 3700
5342, 2800, 1800, 1800
5343, 1900, 1300, 1400
5344, 1200, 1200, 2300
5345, 1400, 1400, 1400
5346, 1800, 1400, 1500
5347, 2000, 1400, 4800
5348, 1500, 1900, 1300
5349, 1600, 3600, 1900
5350, 1700, 3100, 1500
5351, 1800, 2200, 1400
5352, 1900, 1700, 1400
5353, 1400, 2500, 1600
5354, 1300, 1400, 1500
5355, 1400, 1500, 1500
5356, 1500, 2400, 1300
5357, 2200, 1400, 1500
5358, 1500, 1400, 1400
5359, 1500, 2500, 1500
5360, 1400, 1400, 2600
5361, 1500, 1600, 1500
5362, 3100, 22200, 2900
5363, 2100, 1400, 2200
5364, 2300, 1000, 1300
5365, 1500, 800, 900
5366, 800, 800, 1600
5367, 1900, 1000, 900
5368, 1400, 800, 2600
5369, 1400, 2200, 800
5370, 1100, 800, 3800
5371, 700, 900, 800
5372, 1500, 1800, 900
5373, 1600, 800, 1500
5374, 1100, 700, 1100
5375, 800, 1700, 1200
5376, 1300, 800, 4900
5377, 3200, 1000, 900
5378, 1300, 1900, 800
5379, 1600, 800, 2100
5380, 1600, 1300, 800
5381, 800, 900, 800
5382, 1200, 800, 1900
5383, 1200, 1100, 700
5384, 1500, 800, 1000
5385, 1800, 800, 1900
5386, 1400, 900, 900
5387, 1600, 1300, 800
5388, 2200, 1800, 800
5389, 1700, 900, 800
5390, 2000, 1000, 800
5391, 1800, 1700, 900
5392, 1900, 900, 1000
5393, 1000, 800, 800
5394, 1600, 1700, 900
5395, 1200, 800, 700
5396, 1000, 800, 700
5397, 1900, 1800, 800
5398, 1000, 3000, 900
5399, 2000, 2200, 1300
5400, 2800, 900, 800
5401, 1200, 800, 2400
5402, 1100, 800, 1000
5403, 1200, 900, 800
5404, 1100, 1500, 2300
5405, 400, 700, 1600
5406, 2300, 900, 900
5407, 800, 2400, 2500
5408, 1300, 800, 800
5409, 1200, 800, 900
5410, 1300, 1800, 900
5411, 1600, 800, 900
5412, 2400, 1400, 900
5413, 700, 1900, 800
5414, 1000, 800, 800
5415, 1700, 900, 800
5416, 1600, 2000, 900
5417, 1100, 1300, 800
5418, 1100, 900, 900
5419, 1100, 1700, 800
5420, 1200, 800, 1500
5421, 1100, 900, 900
5422, 2800, 1000, 900
5423, 400, 700, 1800
5424, 1300, 900, 900
5425, 1200, 900, 800
5426, 1100, 800, 1600
5427, 1100, 800, 800
5428, 900, 800, 800
5429, 1400, 1700, 800
5430, 900, 800, 800
5431, 1100, 800, 1700
5432, 21100, 15700, 8000
5433, 2200, 6400, 2300
5434, 2500, 1500, 2300
5435, 2200, 2500, 800
5436, 2400, 700, 600
5437, 2800, 900, 900
5438, 1800, 1800, 800
5439, 1700, 800, 7200
5440, 1800, 16300, 9900
5441, 2200, 4500, 1900
5442, 1900, 1400, 2900
5443, 4300, 1500, 1500
5444, 3700, 1600, 2800
5445, 5100, 2000, 2500
5446, 4000, 8800, 7600
5447, 3700, 4400, 2600
5448, 2400, 5100, 2100
5449, 3700, 4300, 2200
5450, 5500, 4100, 2600
5451, 2300, 4700, 2400
5452, 1500, 6400, 2400
5453, 3700, 3900, 2400
5454, 2700, 6000, 3000
5455, 3600, 37100, 9400
5456, 3300, 5500, 2200
5457, 3000, 7900, 2900
5458, 2800, 3100, 6000
5459, 2400, 3800, 2300
5460, 2700, 4100, 3000
5461, 3100, 2800, 5800
5462, 1600, 3500, 1900
5463, 1900, 3800, 2200
5464, 1400, 2500, 6200
5465, 4700, 4000, 4200
5466, 1600, 2800, 2200
5467, 4500, 7500, 3000
5468, 2500, 3900, 2200
5469, 3100, 3000, 2300
5470, 2500, 5800, 3000
5471, 1800, 3000, 2300
5472, 3800, 4100, 2600
5473, 2200, 6000, 2800
5474, 2900, 3000, 2400
5475, 1800, 3500, 2000
5476, 2300, 6500, 2400
5477, 5800, 3600, 6400
5478, 2800, 5400, 2900
5479, 3400, 4400, 2800
5480, 2000, 6600, 4600
5481, 1500, 3100, 2200
5482, 3300, 4100, 5600
5483, 2600, 3400, 4400
5484, 3400, 3000, 2400
5485, 2400, 4500, 3100
5486, 3300, 3300, 6700
5487, 2400, 4000, 2500
5488, 3100, 6300, 2300
5489, 2500, 3200, 1100
5490, 1300, 800, 2700
5491, 1400, 900, 800
5492, 1000, 1600, 700
5493, 1800, 800, 900
5494, 500, 700, 700
5495, 900, 1800, 800
5496, 1100, 700, 1600
5497, 1800, 800, 900
5498, 2100, 900, 1300
5499, 1300, 800, 1600
5500, 1900, 800, 700
5501, 1400, 700, 700
5502, 900, 800, 1700
5503, 1200, 4400, 1200
5504, 1100, 900, 800
5505, 3600, 2600, 800
5506, 2200, 900, 1100
5507, 1800, 900, 900
5508, 2700, 1700, 800
5509, 800, 1300, 1900
5510, 2300, 800, 900
5511, 1400, 900, 800
5512, 1600, 800, 1900
5513, 1200, 800, 800
5514, 2200, 800, 800
5515, 700, 700, 1800
5516, 3400, 800, 900
5517, 600, 800, 800
5518, 3100, 1800, 800
5519, 1500, 900, 800
5520, 900, 800, 900
5521, 1200, 1700, 900
5522, 1000, 900, 900
5523, 800, 800, 800
5524, 1400, 2200, 1000
5525, 1600, 900, 900
5526, 900, 800, 800
5527, 1300, 1800, 800
5528, 1100, 700, 700
5529, 700, 1400, 800
5530, 1900, 1400, 900
5531, 1100, 900, 3900
5532, 1400, 1000, 900
5533, 2100, 900, 1800
5534, 900, 900, 1700
5535, 600, 800, 800
5536, 2200, 800, 800
5537, 700, 700, 1600
5538, 1400, 800, 900
5539, 2000, 800, 900
5540, 1000, 1900, 800
5541, 900, 1200, 700
5542, 1000, 800, 800
5543, 1400, 1900, 700
5544, 1300, 800, 900
5545, 1000, 800, 900
5546, 1100, 1700, 800
5547, 1300, 800, 900
5548, 1700, 1300, 900
5549, 1400, 1800, 800
5550, 1900, 900, 1900
5551, 2000, 1400, 900
5552, 1100, 800, 800
5553, 1900, 900, 1900
5554, 1400, 1400, 900
5555, 1000, 900, 2700
5556, 600, 800, 1900
5557, 900, 700, 800
5558, 1600, 900, 800
5559, 1300, 1700, 800
5560, 800, 1200, 800
5561, 1100, 800, 900
5562, 1200, 1700, 800
5563, 1900, 800, 700
5564, 1300, 1000, 900
5565, 1900, 1600, 800
5566, 1200, 900, 900
5567, 900, 800, 800
5568, 2800, 2100, 900
5569, 1600, 700, 2400
5570, 500, 900, 1200
5571, 1000, 3000, 1000
5572, 1500, 800, 2000
5573, 900, 800, 700
5574, 1100, 800, 900
5575, 2400, 1400, 2100
5576, 1100, 800, 900
5577, 1100, 900, 800
5578, 1400, 1700, 900
5579, 1300, 800, 900
5580, 1300, 800, 800
5581, 1400, 1600, 700
5582, 1000, 800, 900
5583, 800, 900, 900
5584, 1400, 1800, 1000
5585, 800, 900, 900
5586, 1300, 900, 1000
5587, 700, 2100, 800
5588, 1700, 800, 1700
5589, 1200, 900, 1000
5590, 1000, 700, 700
5591, 1300, 800, 1800
5592, 500, 800, 800
5593, 1500, 1300, 1000
5594, 900, 800, 1800
5595, 1000, 900, 800
5596, 2300, 1000, 1000
5597, 1700, 2500, 900
5598, 1000, 900, 1100
5599, 1000, 900, 800
5600, 1800, 2000, 1000
5601, 1000, 900, 900
5602, 1000, 800, 1000
5603, 800, 1800, 900
5604, 1200, 800, 800
5605, 1800, 1000, 800
5606, 1400, 2400, 900
5607, 900, 900, 1700
5608, 1100, 800, 800
5609, 1800, 1100, 1100
5610, 1300, 800, 1900
5611, 2100, 1400, 900
5612, 1200, 1200, 1100
5613, 1700, 1000, 1800
5614, 1100, 900, 1000
5615, 2900, 1700, 1000
5616, 1000, 1900, 800
5617, 2100, 1400, 1300
5618, 1200, 1200, 700
5619, 1400, 2200, 1000
5620, 1300, 1000, 900
5621, 1900, 1000, 700
5622, 1200, 1800, 1800
5623, 1600, 1100, 900
5624, 600, 900, 900
5625, 700, 1700, 900
5626, 1900, 1000, 2200
5627, 1000, 800, 800
5628, 700, 1000, 800
5629, 1500, 1000, 2000
5630, 1700, 1200, 900
5631, 900, 1100, 900
5632, 2200, 2200, 2700
5633, 3000, 1500, 1000
5634, 1100, 1200, 900
5635, 4800, 8500, 3400
5636, 2200, 1100, 1000
5637, 1600, 800, 900
5638, 1400, 1700, 800
5639, 2100, 900, 800
5640, 1300, 700, 700
5641, 2500, 1800, 900
5642, 1100, 700, 700
5643, 1600, 800, 700
5644, 1000, 1800, 1500
5645, 1200, 1000, 900
5646, 900, 800, 800
5647, 4300, 2000, 800
5648, 2100, 1300, 4000
5649, 2300, 1000, 1000
5650, 1100, 1000, 1000
5651, 900, 800, 1700
5652, 1600, 800, 700
5653, 1300, 800, 700
5654, 900, 800, 1900
5655, 1300, 700, 900
5656, 1100, 1000, 800
5657, 1600, 1800, 1500
5658, 1400, 800, 1200
5659, 900, 800, 800
5660, 1400, 1700, 800
5661, 1100, 800, 1200
5662, 1600, 900, 900
5663, 1000, 1900, 800
5664, 1300, 800, 800
5665, 2900, 4400, 2000
5666, 1700, 3100, 1300
5667, 1900, 2400, 2800
5668, 1500, 1400, 1400
5669, 2100, 1200, 1400
5670, 2300, 1400, 2600
5671, 1200, 1300, 1300
5672, 1000, 2000, 800
5673, 1300, 800, 1900
5674, 1300, 900, 800
5675, 1600, 800, 800
5676, 2700, 2100, 2100
5677, 1500, 1400, 800
5678, 1000, 800, 800
5679, 1000, 1800, 900
5680, 2300, 800, 900
5681, 1500, 900, 900
5682, 1100, 1800, 800
5683, 1600, 900, 1900
5684, 1400, 800, 800
5685, 1300, 900, 800
5686, 900, 900, 1700
5687, 1700, 800, 800
5688, 900, 800, 800
5689, 1300, 1700, 900
5690, 1400, 1400, 900
5691, 1500, 900, 900
5692, 600, 2100, 800
5693, 900, 1300, 800
5694, 2400, 1200, 900
5695, 900, 2300, 800
5696, 1000, 900, 900
5697, 1700, 1000, 900
5698, 1500, 1400, 700
5699, 1000, 800, 7800
5700, 1700, 1200, 1100
5701, 1400, 1000, 900
5702, 1600, 2900, 2300
5703, 2000, 1400, 800
5704, 1100, 900, 1800
5705, 1400, 800, 1800
5706, 800, 700, 800
5707, 600, 800, 700
5708, 900, 1700, 1200
5709, 900, 800, 800
5710, 1600, 1000, 700
5711, 1000, 1800, 1400
5712, 1600, 1200, 7100
5713, 1700, 1100, 1000
