numberOfData, addingTime, findingTime, deletingTime
3266, 900, 1100, 1000
3267, 800, 1600, 1500
3268, 700, 900, 1600
3269, 1100, 900, 900
3270, 700, 1900, 900
3271, 500, 900, 1000
3272, 1200, 800, 900
3273, 1000, 3600, 1300
3274, 800, 900, 900
3275, 500, 800, 800
3276, 1400, 1900, 1000
3277, 1100, 900, 1700
3278, 1000, 900, 900
3279, 800, 900, 800
3280, 600, 1100, 1700
3281, 600, 800, 800
3282, 500, 800, 800
3283, 900, 900, 1800
3284, 1000, 800, 1000
3285, 1600, 900, 900
3286, 1000, 1800, 1000
3287, 600, 800, 900
3288, 700, 900, 800
3289, 1100, 1800, 900
3290, 400, 800, 800
3291, 2800, 1800, 900
3292, 300, 3600, 800
3293, 800, 900, 800
3294, 800, 800, 800
3295, 800, 1600, 900
3296, 500, 800, 1700
3297, 900, 800, 800
3298, 1000, 900, 900
3299, 400, 800, 1600
3300, 500, 900, 900
3301, 1100, 900, 900
3302, 600, 800, 1700
3303, 1400, 900, 900
3304, 1200, 900, 800
3305, 800, 3400, 900
3306, 1200, 900, 900
3307, 1300, 800, 900
3308, 600, 1700, 900
3309, 800, 900, 900
3310, 700, 900, 900
3311, 700, 1700, 800
3312, 1000, 1000, 900
3313, 700, 800, 800
3314, 700, 4200, 900
3315, 800, 800, 2100
3316, 1000, 900, 900
3317, 900, 900, 800
3318, 700, 900, 3700
3319, 1100, 1100, 900
3320, 1600, 1000, 1100
3321, 900, 900, 3800
3322, 900, 900, 1700
3323, 600, 900, 900
3324, 700, 900, 1800
3325, 800, 900, 1500
3326, 400, 1700, 1700
3327, 1300, 1900, 1500
3328, 1000, 1000, 5200
3329, 600, 900, 1100
3330, 1200, 1900, 1400
3331, 1100, 900, 900
3332, 900, 1500, 800
3333, 600, 1700, 900
3334, 1000, 1300, 800
3335, 700, 900, 900
3336, 1900, 1400, 900
3337, 500, 900, 1800
3338, 700, 800, 800
3339, 1000, 1000, 900
3340, 1200, 1000, 1800
3341, 2700, 2200, 1000
3342, 1000, 900, 900
3343, 1200, 900, 2000
3344, 600, 1700, 800
3345, 800, 900, 800
3346, 900, 2200, 900
3347, 1200, 900, 1000
3348, 800, 800, 800
3349, 600, 2000, 800
3350, 800, 800, 800
3351, 1400, 1200, 1000
3352, 1600, 1900, 1000
3353, 1000, 900, 1200
3354, 1000, 900, 1400
3355, 800, 1800, 900
3356, 1200, 1000, 1700
3357, 800, 900, 1200
3358, 600, 900, 800
3359, 900, 900, 1700
3360, 1100, 900, 900
3361, 1200, 900, 1000
3362, 400, 800, 1800
3363, 800, 900, 800
3364, 1000, 1000, 1000
3365, 900, 800, 1800
3366, 800, 900, 800
3367, 1100, 900, 800
3368, 1100, 1900, 900
3369, 1100, 900, 800
3370, 500, 800, 800
3371, 600, 1900, 2700
3372, 600, 2300, 900
3373, 1100, 900, 900
3374, 1000, 1900, 800
3375, 700, 2500, 2300
3376, 900, 800, 800
3377, 1100, 1000, 900
3378, 800, 800, 1800
3379, 500, 800, 800
3380, 2200, 1500, 800
3381, 700, 800, 2000
3382, 900, 900, 900
3383, 1500, 1000, 1800
3384, 2700, 1500, 4200
3385, 500, 900, 900
3386, 1000, 1400, 800
3387, 800, 1900, 900
3388, 700, 1000, 1000
3389, 500, 900, 700
3390, 1300, 1900, 1000
3391, 700, 800, 800
3392, 600, 900, 800
3393, 800, 3900, 800
3394, 1500, 1000, 1900
3395, 1000, 1100, 900
3396, 900, 900, 1600
3397, 500, 900, 2000
3398, 1100, 1000, 1000
3399, 800, 800, 900
3400, 700, 800, 4500
3401, 800, 900, 900
3402, 900, 1000, 1000
3403, 1300, 900, 1900
3404, 800, 1200, 900
3405, 1300, 1000, 900
3406, 1000, 1800, 900
3407, 1300, 800, 1100
3408, 900, 1200, 1000
3409, 400, 1900, 1000
3410, 600, 800, 800
3411, 500, 800, 800
3412, 900, 1800, 900
3413, 600, 800, 1900
3414, 500, 800, 900
3415, 500, 900, 800
3416, 500, 900, 1700
3417, 1200, 800, 900
3418, 800, 900, 900
3419, 800, 1100, 1600
3420, 1000, 900, 900
3421, 500, 900, 800
3422, 1200, 900, 1800
3423, 1600, 1000, 1000
3424, 500, 800, 700
3425, 600, 1700, 900
3426, 2500, 1400, 700
3427, 800, 800, 800
3428, 900, 4500, 900
3429, 600, 800, 900
3430, 800, 1000, 1100
3431, 500, 1600, 800
3432, 1500, 800, 1800
3433, 900, 800, 900
3434, 800, 800, 900
3435, 1000, 900, 2100
3436, 300, 900, 800
3437, 800, 900, 800
3438, 800, 900, 2200
3439, 1700, 1000, 900
3440, 900, 900, 1200
3441, 1000, 3700, 800
3442, 1100, 800, 900
3443, 1000, 900, 1000
3444, 700, 1700, 900
3445, 1000, 900, 1900
3446, 600, 900, 800
3447, 700, 1000, 900
3448, 400, 900, 1700
3449, 900, 800, 800
3450, 800, 1000, 800
3451, 800, 1000, 1600
3452, 1200, 800, 900
3453, 700, 900, 800
3454, 500, 1700, 900
3455, 900, 900, 900
3456, 600, 900, 800
3457, 400, 3800, 900
3458, 1300, 1000, 1000
3459, 800, 800, 900
3460, 600, 1600, 900
3461, 1100, 1400, 900
3462, 1400, 900, 900
3463, 1300, 2000, 1000
3464, 1200, 1000, 1800
3465, 700, 900, 900
3466, 300, 800, 700
3467, 600, 800, 1700
3468, 1300, 900, 900
3469, 800, 1000, 900
3470, 900, 1700, 700
3471, 700, 900, 1000
3472, 1200, 1300, 1000
3473, 600, 1600, 800
3474, 700, 800, 1800
3475, 800, 900, 900
3476, 1200, 900, 1000
3477, 900, 1000, 1800
3478, 500, 800, 900
3479, 600, 800, 800
3480, 700, 800, 1700
3481, 1100, 1600, 1000
3482, 800, 800, 800
3483, 600, 900, 1900
3484, 500, 800, 800
3485, 1100, 900, 1100
3486, 700, 1600, 900
3487, 800, 900, 900
3488, 1800, 1000, 900
3489, 500, 1700, 900
3490, 1100, 1000, 800
3491, 1100, 800, 800
3492, 600, 3700, 900
3493, 1100, 2400, 2100
3494, 1400, 900, 1000
3495, 900, 900, 900
3496, 1000, 900, 1700
3497, 600, 900, 900
3498, 1100, 900, 800
3499, 1100, 900, 1800
3500, 1300, 900, 1000
3501, 1200, 900, 900
3502, 1100, 800, 2100
3503, 800, 900, 900
3504, 1400, 1000, 1000
3505, 700, 1700, 900
3506, 800, 800, 900
3507, 1400, 1000, 1000
3508, 800, 1600, 1000
3509, 700, 900, 1000
3510, 700, 800, 800
3511, 600, 1600, 800
3512, 1000, 1300, 900
3513, 1000, 900, 900
3514, 700, 1100, 1000
3515, 800, 800, 1900
3516, 1400, 800, 900
3517, 1000, 900, 900
3518, 700, 700, 1900
3519, 800, 800, 800
3520, 1000, 900, 900
3521, 800, 800, 2400
3522, 2700, 2300, 1500
3523, 1600, 900, 900
3524, 1000, 1900, 900
3525, 1300, 900, 900
3526, 1200, 800, 1000
3527, 1100, 1800, 800
3528, 800, 800, 1000
3529, 1100, 800, 900
3530, 1100, 1700, 900
3531, 1200, 800, 800
3532, 600, 800, 800
3533, 900, 1900, 700
3534, 1200, 800, 1700
3535, 1200, 1000, 1000
3536, 2000, 1400, 800
3537, 600, 800, 2000
3538, 2800, 1500, 900
3539, 1600, 900, 800
3540, 4600, 900, 5100
3541, 1400, 900, 2900
3542, 1600, 1100, 900
3543, 900, 4600, 1800
3544, 400, 1100, 800
3545, 3800, 1500, 900
3546, 1600, 1700, 2000
3547, 400, 800, 1100
3548, 3000, 800, 900
3549, 1000, 2000, 900
3550, 2400, 900, 900
3551, 1000, 900, 900
3552, 1600, 2000, 900
3553, 700, 800, 1700
3554, 600, 900, 800
3555, 700, 1200, 900
3556, 1000, 1200, 2000
3557, 1100, 900, 900
3558, 600, 900, 800
3559, 1000, 900, 1600
3560, 600, 800, 800
3561, 1300, 800, 800
3562, 1200, 1700, 1000
3563, 500, 900, 800
3564, 1400, 900, 1000
3565, 800, 1700, 900
3566, 800, 900, 900
3567, 800, 900, 900
3568, 500, 1800, 700
3569, 900, 900, 1000
3570, 900, 900, 1000
3571, 800, 1800, 1000
3572, 800, 2500, 1300
3573, 800, 800, 900
3574, 1800, 900, 1300
3575, 900, 900, 1900
3576, 1300, 900, 900
3577, 1000, 1400, 900
3578, 700, 900, 2300
3579, 1300, 1000, 900
3580, 800, 800, 900
3581, 500, 800, 1800
3582, 800, 900, 1000
3583, 800, 900, 800
3584, 900, 2100, 1300
3585, 1800, 1000, 900
3586, 1500, 900, 1000
3587, 800, 1800, 900
3588, 1000, 900, 900
3589, 500, 800, 800
3590, 500, 1700, 900
3591, 700, 800, 800
3592, 900, 800, 900
3593, 400, 1800, 900
3594, 800, 800, 1800
3595, 700, 900, 1000
3596, 2300, 1300, 800
3597, 1200, 900, 2000
3598, 800, 1000, 900
3599, 700, 900, 900
3600, 2100, 1900, 2000
3601, 1000, 900, 900
3602, 900, 1300, 900
3603, 1100, 1900, 900
3604, 1200, 2600, 1500
3605, 500, 900, 900
3606, 700, 1800, 900
3607, 700, 900, 900
3608, 1000, 800, 800
3609, 600, 1800, 1200
3610, 500, 900, 1100
3611, 800, 800, 800
3612, 1100, 1900, 800
3613, 600, 800, 2000
3614, 800, 900, 900
3615, 900, 900, 900
3616, 900, 900, 1900
3617, 2000, 900, 900
3618, 900, 900, 900
3619, 800, 800, 2300
3620, 900, 800, 800
3621, 600, 800, 900
3622, 1000, 2100, 1000
3623, 700, 800, 800
3624, 1300, 900, 900
3625, 700, 2000, 1100
3626, 600, 900, 1000
3627, 800, 800, 800
3628, 1600, 1800, 1000
3629, 1600, 1000, 1000
3630, 500, 800, 900
3631, 600, 4400, 800
3632, 900, 800, 1700
3633, 1100, 1000, 800
3634, 1300, 800, 800
3635, 800, 900, 4200
3636, 600, 800, 800
3637, 900, 900, 800
3638, 1200, 900, 1700
3639, 600, 800, 900
3640, 900, 900, 1000
3641, 1100, 1700, 900
3642, 700, 900, 1000
3643, 700, 800, 800
3644, 600, 1900, 1000
3645, 600, 900, 900
3646, 1300, 1000, 900
3647, 600, 1700, 900
3648, 66900, 13300, 7300
3649, 1500, 1000, 1100
3650, 1900, 1000, 1300
3651, 800, 900, 1900
3652, 2100, 1000, 900
3653, 1400, 900, 900
3654, 2600, 1900, 1100
3655, 1800, 900, 900
3656, 1100, 900, 2200
3657, 2600, 2700, 900
3658, 600, 800, 800
3659, 1100, 900, 2900
3660, 2400, 6900, 1200
3661, 1900, 2900, 2700
3662, 1300, 1300, 1400
3663, 1500, 1400, 1800
3664, 900, 1800, 2200
3665, 1200, 1200, 1200
3666, 1500, 1800, 1500
3667, 900, 1500, 4300
3668, 1900, 3700, 2100
3669, 2100, 2000, 1600
3670, 1200, 1700, 2600
3671, 1600, 1000, 1100
3672, 1400, 900, 800
3673, 800, 1900, 900
3674, 600, 800, 900
3675, 600, 800, 900
3676, 1000, 1800, 900
3677, 1200, 900, 900
3678, 1000, 900, 1000
3679, 1200, 1800, 900
3680, 1000, 900, 900
3681, 900, 900, 800
3682, 800, 1800, 800
3683, 1300, 900, 2100
3684, 1000, 800, 900
3685, 500, 800, 800
3686, 600, 800, 1800
3687, 1100, 900, 900
3688, 1600, 900, 900
3689, 1000, 900, 1800
3690, 800, 1000, 900
3691, 1100, 900, 900
3692, 900, 1800, 1300
3693, 700, 1300, 800
3694, 1500, 1000, 1100
3695, 1100, 1700, 1000
3696, 2700, 1400, 900
3697, 1200, 900, 900
3698, 800, 3700, 900
3699, 1400, 1300, 1100
3700, 1000, 800, 900
3701, 900, 1800, 1000
3702, 900, 900, 1800
3703, 1800, 3400, 2300
3704, 1100, 3100, 1200
3705, 1000, 900, 3800
3706, 1200, 1200, 900
3707, 500, 900, 900
3708, 800, 800, 1700
3709, 1600, 800, 900
3710, 1100, 900, 900
3711, 700, 1700, 1200
3712, 800, 1200, 2800
3713, 1300, 1200, 900
3714, 800, 1800, 1000
3715, 600, 800, 800
3716, 1200, 900, 1000
3717, 700, 1800, 900
3718, 1600, 1200, 1000
3719, 1600, 1000, 1000
3720, 1200, 1800, 1000
3721, 600, 900, 800
3722, 1100, 900, 900
3723, 1900, 800, 700
3724, 700, 900, 1800
3725, 1000, 800, 1000
3726, 1200, 800, 1000
3727, 1800, 1400, 2200
3728, 2900, 2000, 900
3729, 700, 900, 2600
3730, 500, 1100, 4200
3731, 1000, 1300, 800
3732, 1200, 900, 900
3733, 900, 1900, 900
3734, 1000, 1000, 900
3735, 600, 900, 900
3736, 1000, 1800, 1000
3737, 1400, 900, 800
3738, 1000, 1000, 900
3739, 900, 1800, 800
3740, 800, 800, 800
3741, 1200, 800, 1200
3742, 600, 3900, 800
3743, 1400, 1000, 3700
3744, 1400, 1000, 900
3745, 1200, 1800, 1000
3746, 1600, 900, 1900
3747, 700, 800, 900
3748, 600, 900, 900
3749, 400, 1000, 2300
3750, 1000, 900, 900
3751, 1200, 800, 800
3752, 1100, 3700, 900
3753, 800, 900, 900
3754, 300, 1000, 800
3755, 900, 1800, 900
3756, 1300, 1400, 900
3757, 1700, 1000, 900
3758, 800, 1900, 1000
3759, 500, 900, 800
3760, 800, 900, 800
3761, 800, 1800, 1000
3762, 1000, 900, 1800
3763, 1000, 1000, 800
3764, 1500, 900, 900
3765, 1300, 900, 4700
3766, 1000, 1300, 800
3767, 500, 900, 800
3768, 1600, 1400, 2200
3769, 500, 900, 1000
3770, 1300, 900, 800
3771, 700, 1700, 1000
3772, 500, 1000, 900
3773, 800, 800, 800
3774, 500, 1700, 900
3775, 700, 800, 900
3776, 600, 800, 800
3777, 800, 1700, 900
3778, 600, 800, 800
3779, 2300, 1700, 1700
3780, 700, 4300, 1500
3781, 600, 800, 4300
3782, 900, 1000, 900
3783, 700, 900, 800
3784, 1000, 900, 1800
3785, 1000, 900, 900
3786, 1100, 1100, 800
3787, 1100, 1500, 1700
3788, 900, 900, 1000
3789, 800, 900, 900
3790, 1200, 2100, 1200
3791, 700, 1000, 800
3792, 1000, 1500, 900
3793, 1000, 3900, 1100
3794, 900, 800, 800
3795, 1500, 900, 800
3796, 800, 1700, 900
3797, 1600, 1100, 1100
3798, 700, 900, 900
3799, 1200, 1800, 900
3800, 1800, 800, 1800
3801, 1100, 900, 1100
3802, 500, 800, 900
3803, 800, 900, 1700
3804, 1000, 900, 800
3805, 1100, 900, 900
3806, 900, 900, 1600
3807, 700, 900, 800
3808, 1800, 1500, 1100
3809, 1500, 1800, 1000
3810, 800, 800, 900
3811, 800, 1000, 900
3812, 900, 4000, 1000
3813, 1500, 1000, 900
3814, 900, 1000, 800
3815, 900, 1800, 1300
3816, 900, 800, 800
3817, 800, 1000, 800
3818, 900, 1700, 800
3819, 1000, 900, 1800
3820, 1400, 900, 900
3821, 1000, 900, 900
3822, 700, 1000, 1700
3823, 1000, 1000, 800
3824, 1200, 3100, 1400
3825, 900, 1000, 1800
3826, 1500, 1100, 900
3827, 800, 1000, 900
3828, 1000, 1600, 800
3829, 700, 1000, 3500
3830, 1500, 1000, 900
3831, 700, 900, 900
3832, 1500, 900, 1900
3833, 1400, 900, 800
3834, 600, 900, 1600
3835, 1100, 1000, 4000
3836, 900, 900, 900
3837, 1500, 900, 1500
3838, 600, 900, 2300
3839, 1100, 900, 1500
3840, 1200, 900, 5300
3841, 1200, 2100, 900
3842, 800, 900, 1000
3843, 600, 900, 900
3844, 1500, 2000, 800
3845, 900, 900, 1000
3846, 600, 1000, 1200
3847, 600, 1800, 900
3848, 600, 1300, 800
3849, 1500, 1100, 900
3850, 2200, 2600, 1400
3851, 1200, 1000, 1800
3852, 700, 900, 800
3853, 1400, 900, 900
3854, 1000, 900, 1900
3855, 1000, 800, 900
3856, 1100, 1800, 800
3857, 1200, 1000, 1800
3858, 1100, 1000, 800
3859, 900, 800, 900
3860, 1000, 900, 1700
3861, 1600, 1500, 900
3862, 500, 900, 800
3863, 1000, 2400, 1300
3864, 2000, 1300, 900
3865, 2300, 1800, 1500
3866, 1000, 2100, 1300
3867, 700, 800, 800
3868, 1400, 900, 1300
3869, 900, 3800, 1300
3870, 1800, 1100, 1000
3871, 1100, 900, 900
3872, 800, 800, 800
3873, 1100, 900, 1900
3874, 800, 1200, 900
3875, 700, 800, 900
3876, 800, 1600, 2400
3877, 800, 1600, 1500
3878, 600, 1100, 900
3879, 1100, 800, 1800
3880, 1000, 800, 900
3881, 800, 800, 1100
3882, 400, 1700, 800
3883, 1000, 1100, 1000
3884, 1300, 1000, 900
3885, 500, 1700, 900
3886, 1200, 1100, 1000
3887, 700, 1100, 800
3888, 700, 2000, 900
3889, 1300, 1000, 1000
3890, 1200, 1000, 900
3891, 1200, 2000, 1000
3892, 800, 900, 1800
3893, 900, 1200, 900
3894, 2500, 2100, 1000
3895, 900, 900, 3200
3896, 700, 1300, 900
3897, 1500, 1100, 800
3898, 1300, 1300, 2100
3899, 1000, 1000, 900
3900, 700, 900, 800
3901, 700, 1800, 800
3902, 1400, 1000, 900
3903, 1500, 1300, 1100
3904, 1500, 4400, 1300
3905, 500, 900, 900
3906, 900, 1600, 900
3907, 1300, 2300, 900
3908, 1200, 1700, 2600
3909, 1300, 1500, 800
3910, 1800, 2500, 1000
3911, 800, 1300, 1600
3912, 800, 1200, 800
3913, 1300, 1200, 1100
3914, 1400, 900, 1700
3915, 1200, 1000, 1000
3916, 1400, 1300, 1000
3917, 600, 800, 1900
3918, 1300, 1200, 1100
3919, 200, 800, 1200
3920, 600, 2000, 1000
3921, 900, 800, 800
3922, 600, 900, 900
3923, 700, 1800, 900
3924, 900, 1100, 900
3925, 1100, 1100, 900
3926, 800, 1800, 800
3927, 700, 900, 800
3928, 700, 900, 2000
3929, 900, 1800, 1000
3930, 1900, 1000, 2000
3931, 1200, 1100, 900
3932, 700, 900, 800
3933, 400, 800, 1700
3934, 800, 1100, 900
3935, 1500, 1200, 900
3936, 1400, 2100, 2100
3937, 2800, 1900, 1000
3938, 1200, 1200, 900
3939, 1100, 1600, 800
3940, 1300, 1000, 900
3941, 700, 800, 1000
3942, 300, 1800, 900
3943, 800, 800, 900
3944, 700, 900, 900
3945, 900, 1700, 800
3946, 800, 800, 800
3947, 700, 1000, 900
3948, 1300, 1700, 900
3949, 800, 900, 1700
3950, 1000, 900, 900
3951, 900, 900, 900
3952, 700, 800, 1800
3953, 1100, 1000, 900
3954, 1000, 900, 800
3955, 1500, 2200, 2000
3956, 700, 900, 900
3957, 900, 900, 900
3958, 1100, 1800, 1000
3959, 800, 900, 900
3960, 1200, 800, 800
3961, 1100, 1800, 1000
3962, 900, 1000, 900
3963, 1000, 900, 800
3964, 1000, 3700, 1100
3965, 1100, 1000, 900
3966, 600, 900, 1300
3967, 1900, 4200, 1500
3968, 2400, 1200, 1100
3969, 1700, 1100, 2800
3970, 2200, 1000, 1100
3971, 800, 800, 2000
3972, 600, 1000, 800
3973, 1500, 1400, 800
3974, 900, 800, 1800
3975, 700, 900, 900
3976, 1400, 1000, 900
3977, 400, 900, 4400
3978, 900, 900, 900
3979, 1100, 900, 800
3980, 1100, 1700, 1000
3981, 1500, 1000, 1000
3982, 1300, 900, 900
3983, 900, 1900, 800
3984, 900, 1700, 1100
3985, 800, 1100, 1000
3986, 900, 2000, 900
3987, 800, 900, 900
3988, 600, 900, 900
3989, 900, 1700, 900
3990, 800, 800, 1700
3991, 1100, 1000, 900
3992, 1200, 1100, 1000
3993, 1400, 1600, 1600
3994, 1100, 900, 900
3995, 900, 900, 900
3996, 1400, 1400, 2100
3997, 500, 1100, 1400
3998, 1200, 1000, 900
3999, 1700, 1800, 1000
4000, 800, 900, 900
4001, 1300, 1600, 800
4002, 500, 2000, 900
4003, 800, 900, 900
4004, 1100, 1000, 900
4005, 1500, 2100, 1000
4006, 1300, 900, 900
4007, 800, 1400, 2700
4008, 1000, 1000, 900
4009, 1200, 1100, 1700
4010, 700, 1000, 800
4011, 600, 1200, 900
4012, 700, 1800, 1100
4013, 1000, 900, 900
4014, 900, 900, 1000
4015, 1000, 2200, 900
4016, 900, 900, 1100
4017, 900, 1100, 900
4018, 1500, 2500, 1000
4019, 1300, 900, 1800
4020, 900, 1000, 1000
4021, 1100, 1100, 900
4022, 600, 900, 1700
4023, 900, 900, 1000
4024, 1000, 1200, 900
4025, 1700, 1000, 1900
4026, 1700, 1000, 900
4027, 1000, 900, 900
4028, 800, 800, 1800
4029, 1500, 1100, 1000
4030, 1000, 1000, 900
4031, 1500, 2300, 900
4032, 900, 1000, 800
4033, 800, 1100, 1700
4034, 800, 1800, 1300
4035, 1100, 2200, 1700
4036, 1000, 900, 800
4037, 800, 1700, 800
4038, 1500, 1000, 1000
4039, 800, 1100, 900
4040, 600, 900, 900
4041, 1100, 800, 1700
4042, 900, 900, 900
4043, 1100, 800, 1000
4044, 600, 900, 1700
4045, 1200, 900, 1000
4046, 1100, 1000, 900
4047, 1200, 800, 1800
4048, 700, 1500, 800
4049, 1000, 900, 1000
4050, 600, 2600, 1500
4051, 700, 1700, 1800
4052, 1000, 1400, 900
4053, 1100, 2000, 1100
4054, 1300, 1000, 1100
4055, 700, 1000, 900
4056, 1200, 1900, 900
4057, 1500, 900, 1000
4058, 900, 1000, 900
4059, 1400, 1900, 800
4060, 1100, 1100, 1900
4061, 1100, 1000, 800
4062, 1400, 900, 900
4063, 1300, 2000, 2000
4064, 700, 1700, 1600
4065, 500, 1000, 900
4066, 1000, 1000, 1900
4067, 1100, 900, 1100
4068, 1200, 1500, 800
4069, 900, 1800, 800
4070, 1200, 1100, 900
4071, 1300, 900, 800
4072, 1200, 1900, 900
4073, 1200, 900, 1000
4074, 1400, 1400, 1400
4075, 900, 2500, 1400
4076, 700, 1000, 700
4077, 800, 1200, 900
4078, 1000, 4500, 1500
4079, 700, 900, 2400
4080, 600, 900, 900
4081, 1000, 900, 1000
4082, 700, 1000, 2000
4083, 800, 1300, 1000
4084, 2400, 1800, 900
4085, 900, 900, 1900
4086, 900, 1100, 1500
4087, 800, 1000, 900
4088, 900, 1600, 900
4089, 1200, 1000, 1000
4090, 1000, 1000, 1300
4091, 500, 1700, 900
4092, 500, 800, 800
4093, 1500, 900, 1000
4094, 1100, 3900, 800
4095, 800, 800, 1000
4096, 1600, 900, 1000
4097, 1100, 1900, 800
4098, 600, 800, 1000
4099, 1200, 1000, 1000
4100, 2000, 900, 900
4101, 700, 900, 2200
4102, 1300, 1800, 1400
4103, 600, 1000, 800
4104, 1600, 1100, 1900
4105, 1200, 900, 900
4106, 900, 900, 900
4107, 1000, 900, 3900
4108, 400, 900, 900
4109, 900, 1000, 900
4110, 1300, 3700, 1200
4111, 700, 900, 1000
4112, 1900, 2600, 800
4113, 1100, 2100, 1000
4114, 900, 1000, 800
4115, 900, 900, 900
4116, 700, 1800, 800
4117, 1300, 1100, 1100
4118, 900, 1000, 800
4119, 1000, 1800, 1000
4120, 300, 800, 1600
4121, 1400, 900, 1400
4122, 900, 900, 1300
4123, 4100, 4500, 3700
4124, 900, 1700, 1700
4125, 1500, 1400, 2700
4126, 2300, 1500, 2400
4127, 1700, 1000, 1000
4128, 1600, 2000, 1000
4129, 900, 1800, 1200
4130, 1000, 900, 900
4131, 1200, 1000, 1000
4132, 1300, 1700, 900
4133, 1200, 900, 700
4134, 800, 1000, 1000
4135, 800, 2400, 1300
4136, 800, 1400, 1100
4137, 1000, 1400, 900
4138, 900, 1800, 800
4139, 1400, 900, 3900
4140, 900, 800, 800
4141, 800, 800, 900
4142, 1300, 1000, 1900
4143, 1000, 900, 800
4144, 800, 1900, 800
4145, 1700, 1000, 4600
4146, 1300, 900, 800
4147, 800, 900, 800
4148, 600, 3800, 800
4149, 1000, 1300, 800
4150, 1100, 800, 800
4151, 700, 4300, 1000
4152, 1100, 1600, 1100
4153, 900, 1500, 1400
4154, 1800, 2300, 1000
4155, 1300, 1000, 900
4156, 900, 900, 900
4157, 1100, 5000, 1300
4158, 700, 1400, 4400
4159, 1100, 900, 900
4160, 1200, 1000, 1100
4161, 1400, 1300, 2600
4162, 1300, 1000, 900
4163, 600, 900, 800
4164, 800, 800, 4000
4165, 1000, 1100, 800
4166, 1200, 1000, 900
4167, 800, 2000, 900
4168, 700, 900, 1800
4169, 1100, 900, 900
4170, 1000, 1800, 900
4171, 800, 1300, 900
4172, 1700, 3000, 1600
4173, 900, 1700, 800
4174, 1400, 900, 900
4175, 900, 1100, 1300
4176, 700, 2000, 900
4177, 1000, 1000, 1800
4178, 600, 900, 800
4179, 1300, 900, 1100
4180, 1300, 900, 1700
4181, 1200, 900, 900
4182, 1400, 900, 3500
4183, 1000, 1200, 3900
4184, 600, 1100, 900
4185, 1300, 1000, 1000
4186, 1300, 1800, 900
4187, 1800, 1000, 3900
4188, 1200, 1000, 800
4189, 1000, 900, 900
4190, 1200, 900, 1800
4191, 1400, 1000, 900
4192, 900, 900, 900
4193, 900, 800, 1800
4194, 900, 900, 900
4195, 1800, 1000, 1000
4196, 1000, 800, 1700
4197, 800, 900, 800
4198, 1200, 900, 1000
4199, 1100, 1800, 1000
4200, 800, 900, 900
4201, 700, 800, 800
4202, 800, 4100, 900
4203, 1200, 900, 900
4204, 600, 800, 1300
4205, 1600, 3000, 800
4206, 1300, 800, 800
4207, 700, 900, 900
4208, 1000, 900, 800
4209, 1400, 900, 2000
4210, 1200, 900, 900
4211, 1200, 900, 900
4212, 900, 900, 1800
4213, 1000, 800, 900
4214, 900, 800, 900
4215, 800, 900, 2000
4216, 1000, 1000, 900
4217, 800, 1100, 900
4218, 400, 2000, 800
4219, 800, 800, 1600
4220, 1200, 1000, 900
4221, 1100, 1500, 2600
4222, 1000, 1100, 2200
4223, 2000, 1000, 800
4224, 1300, 900, 900
4225, 1300, 900, 1800
4226, 1200, 1000, 1100
4227, 1000, 900, 1000
4228, 700, 1700, 1000
4229, 700, 900, 800
4230, 1100, 1000, 1100
4231, 1400, 2700, 1300
4232, 500, 1600, 1200
4233, 2200, 900, 900
4234, 2000, 2200, 1500
4235, 1200, 900, 1000
4236, 1100, 1500, 1200
4237, 1100, 2600, 1600
4238, 3400, 2400, 3600
4239, 900, 2100, 1300
4240, 1400, 1800, 1100
4241, 1100, 900, 2000
4242, 700, 900, 900
4243, 500, 800, 900
4244, 800, 1500, 2100
4245, 1100, 900, 1000
4246, 1100, 1000, 1000
4247, 1400, 900, 1900
4248, 1000, 1000, 800
4249, 1400, 1000, 1000
4250, 1000, 2300, 900
4251, 1600, 900, 900
4252, 900, 900, 900
4253, 1600, 3400, 2600
4254, 2900, 1300, 1000
4255, 1100, 800, 800
4256, 1300, 2500, 1000
4257, 1200, 1800, 2000
4258, 600, 900, 800
4259, 1400, 1000, 800
4260, 600, 1000, 1800
4261, 1000, 1400, 800
4262, 900, 1500, 900
4263, 1300, 1200, 3600
4264, 1100, 1400, 1000
4265, 1200, 1100, 3200
4266, 600, 800, 2100
4267, 1100, 900, 900
4268, 1100, 2500, 1600
4269, 1300, 2100, 1000
4270, 1900, 2300, 1000
4271, 1200, 1100, 1000
4272, 1500, 1900, 900
4273, 900, 900, 800
4274, 800, 1000, 800
4275, 1000, 1900, 1100
4276, 700, 900, 900
4277, 1300, 900, 1000
4278, 2200, 1000, 1000
4279, 800, 1000, 1900
4280, 1500, 1800, 1000
4281, 1400, 1000, 1100
4282, 1200, 900, 1900
4283, 1000, 900, 900
4284, 1000, 900, 1000
4285, 700, 900, 1800
4286, 700, 900, 900
4287, 1500, 1100, 900
4288, 1500, 1800, 1000
4289, 900, 1100, 900
4290, 900, 1000, 1000
4291, 1000, 2000, 1400
4292, 600, 800, 1800
4293, 800, 800, 900
4294, 1100, 1800, 1000
4295, 1100, 900, 800
4296, 700, 800, 900
4297, 1000, 2100, 800
4298, 1100, 1000, 1900
4299, 2000, 1100, 1000
4300, 1500, 900, 900
4301, 800, 800, 1700
4302, 1200, 900, 900
